,name,category,ingredient
3298,Fog Cutter,Rum - Daiquiris,Light Rum
3299,Fog Cutter,Rum - Daiquiris,Brandy
3300,Fog Cutter,Rum - Daiquiris,Gin
3301,Fog Cutter,Rum - Daiquiris,Fresh lemon juice
3302,Fog Cutter,Rum - Daiquiris,each Orange juice and sweet sherry
3303,Fog Cutter,Rum - Daiquiris,Almond or orgeat syrup
3304,Mexicola,Tequila,Blanco tequila
3305,Mexicola,Tequila,Fresh Lime Juice
3306,Floridita No. 3,Rum - Daiquiris,Light Rum
3307,Floridita No. 3,Rum - Daiquiris,Fresh Lime Juice
3308,Floridita No. 3,Rum - Daiquiris,Grapefruit Juice
3309,Floridita No. 3,Rum - Daiquiris,Maraschino liqueur
3310,Floridita No. 3,Rum - Daiquiris,Simple Syrup
3311,Mexican Monk,Tequila,Reposado tequila
3312,Mexican Monk,Tequila,Dry Sherry
3313,Mexican Monk,Tequila,Coffee liqueur
3314,Mexican Monk,Tequila,Benedictine
3315,Floridita No. 1,Rum - Daiquiris,Light Rum
3316,Floridita No. 1,Rum - Daiquiris,Fresh Lime Juice
3317,Floridita No. 1,Rum - Daiquiris,Sweet Vermouth
3318,Floridita No. 1,Rum - Daiquiris,White creme de cacao
3319,Floridita No. 1,Rum - Daiquiris,Grenadine
3320,Mexican Madras,Tequila,Blanco tequila
3321,Mexican Madras,Tequila,Cranberry Juice
3322,Mexican Madras,Tequila,Orange juice
3323,Mexican Madras,Tequila,Fresh Lime Juice
3324,Cadiz,Brandy,Blackberry-flavored brandy
3325,Cadiz,Brandy,Dry Sherry
3326,Cadiz,Brandy,Triple Sec
3327,Cadiz,Brandy,half-and-half
3328,Chocolate Soldier Cocktail,Cocktail Classics,Juice of a Lime
3329,Chocolate Soldier Cocktail,Cocktail Classics,Dubonnet
3330,Chocolate Soldier Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
3331,Fireman's Sour,Rum - Daiquiris,Light Rum
3332,Fireman's Sour,Rum - Daiquiris,Fresh Lime Juice
3333,Fireman's Sour,Rum - Daiquiris,Simple Syrup
3334,Fireman's Sour,Rum - Daiquiris,Grenadine
3335,Fat Like Buddha,Rum - Daiquiris,Dark rum
3336,Fat Like Buddha,Rum - Daiquiris,Dubonnet Rouge
3337,Fat Like Buddha,Rum - Daiquiris,Benedictine
3338,Fat Like Buddha,Rum - Daiquiris,Triple Sec
3339,Cherry Blossom Cocktail,Cocktail Classics,Old Mr. Boston Five Star Brandy
3340,Cherry Blossom Cocktail,Cocktail Classics,Old Mr. Boston Wild Cherry Flavored Brandy
3341,Cherry Blossom Cocktail,Cocktail Classics,Old Mr. Boston Triple Sec
3342,Cherry Blossom Cocktail,Cocktail Classics,Grenadine
3343,Cherry Blossom Cocktail,Cocktail Classics,Lemon Juice
3344,Fair-and-Warmer Cocktail,Rum - Daiquiris,Light Rum
3345,Fair-and-Warmer Cocktail,Rum - Daiquiris,Sweet Vermouth
3346,Fair-and-Warmer Cocktail,Rum - Daiquiris,Triple Sec
3347,Chelsea Sidecar Cocktail,Cocktail Classics,Juice of a Lemon
3348,Chelsea Sidecar Cocktail,Cocktail Classics,Old Mr. Boston Triple Sec
3349,Chelsea Sidecar Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
3350,Mexican Firing Squad,Tequila,Blanco tequila
3351,Mexican Firing Squad,Tequila,Simple Syrup
3352,Mexican Firing Squad,Tequila,Fresh Lime Juice
3353,Mexican Firing Squad,Tequila,pomegranate molasses (available at Middle Eastern grocers)
3354,Mexican Firing Squad,Tequila,Angostura Bitters
3355,Mexicana,Tequila,Blanco tequila
3356,Mexicana,Tequila,Fresh lemon juice
3357,Mexicana,Tequila,Pineapple Juice
3358,Mexicana,Tequila,Grenadine
3359,El Presidente Cocktail No. 2,Rum - Daiquiris,Light Rum
3360,El Presidente Cocktail No. 2,Rum - Daiquiris,Dry Vermouth
3361,El Presidente Cocktail No. 2,Rum - Daiquiris,Angostura Bitters
3362,Margarita Tequila,Shooters,Blanco tequila
3363,Margarita Tequila,Shooters,Cointreau triple sec
3364,Margarita Tequila,Shooters,Fresh Lime Juice
3365,Lillypad,Tequila,Blanco tequila
3366,Lillypad,Tequila,each Lillet Blanc and Lillet Rouge
3367,Lillypad,Tequila,Apple juice
3368,Lillypad,Tequila,Fresh Lime Juice
3369,Lillypad,Tequila,Agave nectar
3370,X. Y. Z. Cocktail,Cocktail Classics,Lemon Juice
3371,X. Y. Z. Cocktail,Cocktail Classics,Old Mr. Boston Triple Sec
3372,X. Y. Z. Cocktail,Cocktail Classics,Old Mr. Boston Rum
3373,La Ultima Palabra,Tequila,Blanco tequila
3374,La Ultima Palabra,Tequila,Fresh grapefruit juice
3375,La Ultima Palabra,Tequila,Fresh Lime Juice
3376,La Ultima Palabra,Tequila,Yellow Chartreuse
3377,La Ultima Palabra,Tequila,Maraschino liqueur
3378,La Perla,Tequila,Reposado tequila
3379,La Perla,Tequila,Manzanilla sherry
3380,La Perla,Tequila,Pear liqueur
3381,Bull's Milk,Brandy,Brandy
3382,Bull's Milk,Brandy,Light Rum
3383,Bull's Milk,Brandy,Simple Syrup
3384,Bull's Milk,Brandy,Milk
3385,La Bomba,Tequila,Gold tequila
3386,La Bomba,Tequila,Triple Sec
3387,La Bomba,Tequila,Pineapple Juice
3388,La Bomba,Tequila,Orange juice
3389,La Bomba,Tequila,"Grenadine, lime wheel"
3390,Jinx Cocktail,Tequila,Blanco tequila
3391,Jinx Cocktail,Tequila,Blood orange liqueur
3392,Jinx Cocktail,Tequila,Becherovka (Czech digestif)
3393,Jinx Cocktail,Tequila,Fresh grapefruit juice
3394,The Interesting Cocktail,Tequila,Blanco tequila
3395,The Interesting Cocktail,Tequila,Aperol
3396,The Interesting Cocktail,Tequila,Dark creme de cacao
3397,The Interesting Cocktail,Tequila,Fresh lemon juice
3398,The Interesting Cocktail,Tequila,Grapefruit twist
3399,Hot Pants,Tequila,Blanco tequila
3400,Hot Pants,Tequila,Peppermint schnapps
3401,Hot Pants,Tequila,Grapefruit Juice
3402,Hot Pants,Tequila,Simple Syrup
3403,High Plains Drifter No. 1,Tequila,Campari
3404,High Plains Drifter No. 1,Tequila,Blanco tequila
3405,High Plains Drifter No. 1,Tequila,Fresh Lime Juice
3406,High Plains Drifter No. 1,Tequila,Honey Syrup
3407,High Plains Drifter No. 1,Tequila,Angostura Bitters
3408,Hairy Sunrise,Tequila,Blanco tequila
3409,Hairy Sunrise,Tequila,Vodka
3410,Hairy Sunrise,Tequila,Triple Sec
3411,Hairy Sunrise,Tequila,Orange juice
3412,Hairy Sunrise,Tequila,Fresh grenadine
3413,Guadalajara,Tequila,Blanco tequila
3414,Guadalajara,Tequila,Dry Vermouth
3415,Guadalajara,Tequila,Benedictine
3416,Frostbite,Tequila,Blanco tequila
3417,Frostbite,Tequila,White creme de cacao
3418,Frostbite,Tequila,Heavy cream
3419,Flower Power,Tequila,Blanco tequila
3420,Flower Power,Tequila,Grapefruit Juice
3421,Flower Power,Tequila,Agave nectar
3422,Flower Power,Tequila,Egg White
3423,Flower Power,Tequila,Orange blossom water
3424,Flower Power,Tequila,Peychaud's Bitters
3425,Cablegram Highball,Cocktail Classics,Juice of a Lemon
3426,Cablegram Highball,Cocktail Classics,Powdered Sugar
3427,Cablegram Highball,Cocktail Classics,Old Thompson Blended Whiskey
3428,Cabaret Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
3429,Cabaret Cocktail,Cocktail Classics,Bitters
3430,Cabaret Cocktail,Cocktail Classics,Dry Vermouth
3431,Cabaret Cocktail,Cocktail Classics,Benedictine
3432,Bulla's Eye,Brandy,Brandy
3433,Bulla's Eye,Brandy,Hard cider
3434,El Oso (The Bear),Tequila,Anejo tequila
3435,El Oso (The Bear),Tequila,Honey liqueur
3436,El Oso (The Bear),Tequila,Maraschino liqueur
3437,El Oso (The Bear),Tequila,The Bitter Truth's Jerry Thomas' Own Decanter Bitters
3438,El Ni_o,Tequila,Lime wedges
3439,El Ni_o,Tequila,Whole strawberry
3440,El Ni_o,Tequila,Simple Syrup
3441,El Ni_o,Tequila,Blanco tequila
3442,El Ni_o,Tequila,Rose water
3443,El Molino,Tequila,Mezcal
3444,El Molino,Tequila,Palo cortado or oloroso sherry
3445,El Molino,Tequila,Allspice liqueur (pimento dram)
3446,El Molino,Tequila,White creme de cacao
3447,Bucks Fizz,Cocktail Classics,orange juice
3448,Dirty Daisy,Tequila,Reposado tequila
3449,Dirty Daisy,Tequila,White Curacao
3450,Dirty Daisy,Tequila,Olive brine
3451,Dirty Daisy,Tequila,Balsamic vinegar
3452,Dirty Daisy,Tequila,Fresh Lime Juice
3453,Diablo,Tequila,Blanco tequila
3454,Diablo,Tequila,Creme de Cassis
3455,Diablo,Tequila,Fresh Lime Juice
3456,Count Camillo's Paloma,Tequila,Blanco tequila
3457,Count Camillo's Paloma,Tequila,Sweet Vermouth
3458,Count Camillo's Paloma,Tequila,Campari
3459,Count Camillo's Paloma,Tequila,Grapefruit soda
3460,Company B,Tequila,"Whole strawberry, hulled"
3461,Company B,Tequila,Blanco tequila
3462,Company B,Tequila,Campari
3463,Company B,Tequila,Triple Sec
3464,Company B,Tequila,Fresh lemon juice
3465,Company B,Tequila,"Agave nectar, strawberry slice"
3466,Chupa Cabra,Tequila,Blanco tequila
3467,Chupa Cabra,Tequila,Fresh grapefruit juice
3468,Chupa Cabra,Tequila,Fresh Lime Juice
3469,Chupa Cabra,Tequila,Campari
3470,Chupa Cabra,Tequila,Simple Syrup
3471,Chupa Cabra,Tequila,"Angostura Bitters, lime wheel"
3472,Chinchona,Tequila,Anejo tequila
3473,Chinchona,Tequila,Lillet Rouge
3474,Chinchona,Tequila,Orange curacao
3475,Chinchona,Tequila,Orange Bitters
3476,Chapala,Tequila,Reposado tequila
3477,Chapala,Tequila,Orange juice
3478,Chapala,Tequila,Fresh lemon juice
3479,Chapala,Tequila,Grenadine
3480,Bulldog Cocktail,Brandy,cherry-flavored brandy
3481,Bulldog Cocktail,Brandy,Gin
3482,Bulldog Cocktail,Brandy,Fresh lemon juice
3483,Boston Sidecar Cocktail,Cocktail Classics,Old Mr. Boston Five Star Brandy
3484,Boston Sidecar Cocktail,Cocktail Classics,Old Mr. Boston Rum
3485,Boston Sidecar Cocktail,Cocktail Classics,Old Mr. Boston Triple Sec
3486,Boston Sidecar Cocktail,Cocktail Classics,Juice of a Lime
3487,Catalina Margarita,Tequila,Blanco tequila
3488,Catalina Margarita,Tequila,Peach schnapps
3489,Catalina Margarita,Tequila,Blue curacao
3490,Catalina Margarita,Tequila,Simple Syrup
3491,Catalina Margarita,Tequila,Fresh lemon juice
3492,Camino Del Ray,Tequila,Anejo tequila
3493,Camino Del Ray,Tequila,Oloroso sherry
3494,Camino Del Ray,Tequila,Drambuie
3495,Camino Del Ray,Tequila,Rhubarb bitters
3496,Cactus Berry,Tequila,Blanco tequila
3497,Cactus Berry,Tequila,Red wine
3498,Cactus Berry,Tequila,"each Triple Sec, simple syrup"
3499,Cactus Berry,Tequila,"each Fresh lemon juice, fresh lime juice"
3500,Cactus Berry,Tequila,Lemon-lime soda
3501,Bolero Cocktail,Cocktail Classics,Old Mr. Boston Rum
3502,Bolero Cocktail,Cocktail Classics,Apple Brandy
3503,Bolero Cocktail,Cocktail Classics,Sweet Vermouth
3504,Bum's Rush,Tequila,Blanco tequila
3505,Bum's Rush,Tequila,Triple Sec
3506,Bum's Rush,Tequila,Honey liqueur
3507,Bum's Rush,Tequila,Fresh Lime Juice
3508,Bum's Rush,Tequila,Fresh apple cider
3509,Brave Bull,Tequila,Blanco tequila
3510,Brave Bull,Tequila,Coffee liqueur
3511,Blue Margarita,Tequila,"Lime juice, coarse salt"
3512,Blue Margarita,Tequila,Blanco tequila
3513,Blue Margarita,Tequila,Blue curacao
3514,Blue Margarita,Tequila,Fresh Lime Juice
3515,Bloody Maria,Tequila,Blanco tequila
3516,Bloody Maria,Tequila,Tomato Juice
3517,Bloody Maria,Tequila,Fresh lemon juice
3518,Bloody Maria,Tequila,Hot red pepper sauce
3519,Bloody Maria,Tequila,Celery Salt
3520,Pineapple Dream Cocktail,Cocktail Classics,Pineapple Juice
3521,Pineapple Dream Cocktail,Cocktail Classics,Juice of a Lime
3522,Pineapple Dream Cocktail,Cocktail Classics,Old Mr. Boston Imported Rum
3523,Big Red Hooter,Tequila,Blanco tequila
3524,Big Red Hooter,Tequila,Amaretto
3525,Big Red Hooter,Tequila,Pineapple Juice
3526,Big Red Hooter,Tequila,Grenadine
3527,Blood Bronx Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
3528,Blood Bronx Cocktail,Cocktail Classics,Dry Vermouth
3529,Blood Bronx Cocktail,Cocktail Classics,Juice of a Blood Orange
3530,Bravo,Tequila,Anejo tequila
3531,Bravo,Tequila,Agave nectar
3532,Bravo,Tequila,Angostura Bitters
3533,Bravo,Tequila,Orange Bitters
3534,Amante Picante,Tequila,Cucumber
3535,Amante Picante,Tequila,Fresh cilantro sprigs
3536,Amante Picante,Tequila,Blanco tequila
3537,Amante Picante,Tequila,Fresh Lime Juice
3538,Amante Picante,Tequila,Simple Syrup
3539,Amante Picante,Tequila,"Jalapeno hot pepper sauce, cucumber slice"
3540,Brunswick Street Cocktail,Brandy,Cognac
3541,Brunswick Street Cocktail,Brandy,"Sweet sherry, preferably Pedro Ximenez"
3542,Brunswick Street Cocktail,Brandy,Egg Yolk
3543,Black Hawk Cocktail,Cocktail Classics,Old Thompson Blended Whiskey
3544,Black Hawk Cocktail,Cocktail Classics,Old Mr. Boston Sloe Gin
3545,Alamo Splash,Tequila,Blanco tequila
3546,Alamo Splash,Tequila,Orange juice
3547,Alamo Splash,Tequila,Pineapple Juice
3548,Alamo Splash,Tequila,Lemon-lime soda
3549,Betsy Ross Cocktail,Cocktail Classics,Old Mr. Boston Five Star Brandy
3550,Betsy Ross Cocktail,Cocktail Classics,Port
3551,Betsy Ross Cocktail,Cocktail Classics,Old Mr. Boston Triple Sec
3552,Betsy Ross Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
3553,Bermuda Rose Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
3554,Bermuda Rose Cocktail,Cocktail Classics,Old Mr. Boston Apricot Flavored Brandy
3555,Bermuda Rose Cocktail,Cocktail Classics,Grenadine
3556,Yokahama Romance,Gin,Sake
3557,Yokahama Romance,Gin,Gin
3558,Yokahama Romance,Gin,Maraschino liqueur
3559,Yokahama Romance,Gin,Unsprayed rose petal
3560,Yale Cocktail,Gin,Gin
3561,Yale Cocktail,Gin,Dry Vermouth
3562,Yale Cocktail,Gin,Blue curacao
3563,Yale Cocktail,Gin,Angostura Bitters
3564,Xanthia Cocktail,Gin,Gin
3565,Xanthia Cocktail,Gin,cherry-flavored brandy
3566,Xanthia Cocktail,Gin,Yellow Chartreuse
3567,Woodstock,Gin,Gin
3568,Woodstock,Gin,Fresh lemon juice
3569,Woodstock,Gin,Maple Syrup
3570,Woodstock,Gin,Orange Bitters
3571,Wolf's Bite,Gin,Gin
3572,Wolf's Bite,Gin,Grapefruit Juice
3573,Wolf's Bite,Gin,Green Chartreuse
3574,Barbary Coast Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
3575,Barbary Coast Cocktail,Cocktail Classics,Old Mr. Boston Rum
3576,Barbary Coast Cocktail,Cocktail Classics,Old Mr. Boston Creme de Cacao
3577,Barbary Coast Cocktail,Cocktail Classics,Desmond & Duff Scotch Whisky
3578,Barbary Coast Cocktail,Cocktail Classics,Sweet Cream
3579,The Winkle,Gin,Fresh sage leaves
3580,The Winkle,Gin,Gin
3581,The Winkle,Gin,Fresh Lime Juice
3582,The Winkle,Gin,Limoncello
3583,The Winkle,Gin,Simple Syrup
3584,The Winkle,Gin,"Raspberries, lemon twist"
3585,The Wink,Gin,Absinthe
3586,The Wink,Gin,Gin
3587,The Wink,Gin,Triple Sec
3588,The Wink,Gin,Simple Syrup
3589,The Wink,Gin,Peychaud's Bitters
3590,Will Rogers,Gin,Gin
3591,Will Rogers,Gin,Dry Vermouth
3592,Will Rogers,Gin,Orange juice
3593,Will Rogers,Gin,Triple Sec
3594,Brandy Vermouth Cocktail,Brandy,Brandy
3595,Brandy Vermouth Cocktail,Brandy,Sweet Vermouth
3596,Brandy Vermouth Cocktail,Brandy,Angostura Bitters
3597,White Spider,Gin,Gin
3598,White Spider,Gin,Fresh lemon juice
3599,White Spider,Gin,Triple Sec
3600,White Spider,Gin,Simple Syrup
3601,White Lady,Gin,Gin
3602,White Lady,Gin,Triple Sec
3603,Western Rose,Gin,Gin
3604,Western Rose,Gin,Dry Vermouth
3605,Western Rose,Gin,Apricot-Flavored Brandy
3606,Western Rose,Gin,Fresh lemon juice
3607,May Blosson Fizz,Cocktail Classics,Grenadine
3608,May Blosson Fizz,Cocktail Classics,Juice of a Lemon
3609,May Blosson Fizz,Cocktail Classics,Swedish Punch
3610,Wembly Cocktail,Gin,Gin
3611,Wembly Cocktail,Gin,Dry Vermouth
3612,Wembly Cocktail,Gin,Apple Brandy
3613,Wembly Cocktail,Gin,Apricot-Flavored Brandy
3614,Apple Pie Cocktail,Cocktail Classics,Old Mr. Boston Rum
3615,Apple Pie Cocktail,Cocktail Classics,Sweet Vermouth
3616,Apple Pie Cocktail,Cocktail Classics,Apple Flavored Brandy
3617,Apple Pie Cocktail,Cocktail Classics,Grenadine
3618,Apple Pie Cocktail,Cocktail Classics,Lemon Juice
3619,Water Lily,Gin,Gin
3620,Water Lily,Gin,Triple Sec
3621,Water Lily,Gin,Creme de violette
3622,Water Lily,Gin,Fresh lemon juice
3623,Wallis Blue Cocktail,Gin,"Lime wedge, superfine sugar"
3624,Wallis Blue Cocktail,Gin,Gin
3625,Wallis Blue Cocktail,Gin,Triple Sec
3626,Wallis Blue Cocktail,Gin,Fresh Lime Juice
3627,Minnehaha Cocktail,Cocktail Classics,Juice of Orange
3628,Minnehaha Cocktail,Cocktail Classics,Dry Vermouth
3629,Minnehaha Cocktail,Cocktail Classics,Sweet Vermouth
3630,Minnehaha Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
3631,Wallick Cocktail,Gin,Gin
3632,Wallick Cocktail,Gin,Dry Vermouth
3633,Wallick Cocktail,Gin,Triple Sec
3634,Waikiki Beachcomber,Gin,Gin
3635,Waikiki Beachcomber,Gin,Triple Sec
3636,Waikiki Beachcomber,Gin,Pineapple Juice
3637,Vow Of Silence,Gin,Gin
3638,Vow Of Silence,Gin,Grapefruit Juice
3639,Vow Of Silence,Gin,Fresh Lime Juice
3640,Vow Of Silence,Gin,Yellow Chartreuse
3641,Vow Of Silence,Gin,Amaro
3642,Vow Of Silence,Gin,Simple Syrup
