,name,category,ingredient
1386,Savannah,Cocktail Classics,Gin
1387,Savannah,Cocktail Classics,White creme de cacao
1388,Savannah,Cocktail Classics,Egg White
1389,Pink Rose Fizz,Cocktail Classics,Juice of a Lemon
1390,Pink Rose Fizz,Cocktail Classics,Powdered Sugar
1391,Pink Rose Fizz,Cocktail Classics,Egg White
1392,Pink Rose Fizz,Cocktail Classics,Light cream
1393,Pink Rose Fizz,Cocktail Classics,Gin
1394,Ninotchka Cocktail,Vodka,Vodka
1395,Ninotchka Cocktail,Vodka,White creme de cacao
1396,Ninotchka Cocktail,Vodka,Fresh lemon juice
1397,Prairie Oyster,Cocktail Classics,Brandy
1398,Prairie Oyster,Cocktail Classics,Worcestershire Sauce
1399,Prairie Oyster,Cocktail Classics,Catsup
1400,Prairie Oyster,Cocktail Classics,Vinegar
1401,Prairie Oyster,Cocktail Classics,Pepper
1402,Prairie Chicken,Cocktail Classics,Gin
1403,Prairie Chicken,Cocktail Classics,Whole Egg
1404,Pousse L'Amour,Cocktail Classics,Maraschino
1405,Pousse L'Amour,Cocktail Classics,Egg Yolk
1406,Pousse L'Amour,Cocktail Classics,Benedictine
1407,Pousse L'Amour,Cocktail Classics,Brandy
1408,Puerto Apple,Cocktail Classics,Applejack
1409,Puerto Apple,Cocktail Classics,Light Rum
1410,Puerto Apple,Cocktail Classics,Lime Juice
1411,Puerto Apple,Cocktail Classics,Orgeat Syrup
1412,Akogare,Whiskies,Straight rye whiskey
1413,Akogare,Whiskies,Ginger syrup
1414,Akogare,Whiskies,"Cold brewed black tea, preferably Japanese"
1415,Akogare,Whiskies,Fresh lemon juice
1416,Prado,Cocktail Classics,Tequila
1417,Prado,Cocktail Classics,Lemon Juice
1418,Prado,Cocktail Classics,Maraschino
1419,Prado,Cocktail Classics,Egg White
1420,Prado,Cocktail Classics,Grenadine
1421,Port Wine Flip,Cocktail Classics,Whole Egg
1422,Port Wine Flip,Cocktail Classics,Powdered Sugar
1423,Port Wine Flip,Cocktail Classics,Port
1424,Port Wine Flip,Cocktail Classics,Light Cream (if desired)
1425,Port Wine Cobbler,Cocktail Classics,powdered sugar
1426,Port Wine Cobbler,Cocktail Classics,carbonated water
1427,Port Wine Cobbler,Cocktail Classics,port
1428,Nijinksy Blini,Vodka,Vodka
1429,Nijinksy Blini,Vodka,Peach schnapps
1430,Nijinksy Blini,Vodka,Peach puree
1431,Nijinksy Blini,Vodka,Fresh lemon juice
1432,Affinity Cocktail (whisky),Whiskies,Blended Scotch Whiskey
1433,Affinity Cocktail (whisky),Whiskies,Dry Vermouth
1434,Affinity Cocktail (whisky),Whiskies,Sweet Vermouth
1435,Affinity Cocktail (whisky),Whiskies,Orange Bitters
1436,Plain Vermouth Cocktail,Cocktail Classics,Dry Vermouth
1437,Plain Vermouth Cocktail,Cocktail Classics,Sweet Vermouth
1438,Plain Vermouth Cocktail,Cocktail Classics,Orange Bitters
1439,Ping-Pong Cocktail,Cocktail Classics,Juice of a Lemon
1440,Ping-Pong Cocktail,Cocktail Classics,Egg White
1441,Ping-Pong Cocktail,Cocktail Classics,Sloe gin
1442,Moscow Mule,Vodka,Vodka
1443,Moscow Mule,Vodka,Fresh Lime Juice
1444,Phoebe Snow,Cocktail Classics,Dubonnet
1445,Phoebe Snow,Cocktail Classics,Brandy
1446,Phoebe Snow,Cocktail Classics,Anis
1447,Affinity Cocktail,Whiskies,Straight rye whiskey
1448,Affinity Cocktail,Whiskies,Maraschino liqueur
1449,Affinity Cocktail,Whiskies,Fresh lemon juice
1450,Affinity Cocktail,Whiskies,Orange Bitters
1451,Peggy Cocktail,Cocktail Classics,Dry Vermouth
1452,Peggy Cocktail,Cocktail Classics,Gin
1453,Peggy Cocktail,Cocktail Classics,Anis
1454,Peggy Cocktail,Cocktail Classics,Dubonnet
1455,Peach Blow Fizz,Cocktail Classics,Juice of a Lemon
1456,Peach Blow Fizz,Cocktail Classics,Powdered Sugar
1457,Peach Blow Fizz,Cocktail Classics,Light cream
1458,Peach Blow Fizz,Cocktail Classics,Gin
1459,Peach Blow Fizz,Cocktail Classics,Peach
1460,Peach Blossom,Cocktail Classics,Lemon Juice
1461,Peach Blossom,Cocktail Classics,Powdered Sugar
1462,Peach Blossom,Cocktail Classics,Gin
1463,Peach Blossom,Cocktail Classics,Peach
1464,Passion Mimosa,Cocktail Classics,Chilled Passion Fruit Juice
1465,Mocha Express,Vodka,Vodka
1466,Mocha Express,Vodka,Irish cream liqueur
1467,Mocha Express,Vodka,Coffee liqueur
1468,Mocha Express,Vodka,Cold brewed espresso coffee
1469,Palmer Cocktail,Cocktail Classics,Blended whiskey
1470,Palmer Cocktail,Cocktail Classics,Bitters
1471,Palmer Cocktail,Cocktail Classics,Lemon Juice
1472,Mr. 404,Vodka,Vodka
1473,Mr. 404,Vodka,Elderflower liqueur
1474,Mr. 404,Vodka,Fresh lemon juice
1475,Mr. 404,Vodka,Simple Syrup
1476,Mr. 404,Vodka,Aperol
1477,Mountain Cocktail,Cocktail Classics,Egg White
1478,Mountain Cocktail,Cocktail Classics,Lemon Juice
1479,Mountain Cocktail,Cocktail Classics,Dry Vermouth
1480,Mountain Cocktail,Cocktail Classics,Sweet Vermouth
1481,Mountain Cocktail,Cocktail Classics,Blended whiskey
1482,Morning Glory Fizz,Cocktail Classics,Juice of a Lemon
1483,Morning Glory Fizz,Cocktail Classics,Powdered Sugar
1484,Morning Glory Fizz,Cocktail Classics,Egg White
1485,Morning Glory Fizz,Cocktail Classics,Anis
1486,Morning Glory Fizz,Cocktail Classics,Scotch
1487,Adderly Cocktail,Whiskies,Straight rye whiskey
1488,Adderly Cocktail,Whiskies,Maraschino liqueur
1489,Adderly Cocktail,Whiskies,Orange Bitters
1490,Adderly Cocktail,Whiskies,Fresh lemon juice
1491,Fancy Brandy,Brandy,Brandy
1492,Fancy Brandy,Brandy,Triple Sec
1493,Fancy Brandy,Brandy,Simple Syrup
1494,Fancy Brandy,Brandy,Angostura Bitters
1495,Montreal Gin Sour,Cocktail Classics,Gin
1496,Montreal Gin Sour,Cocktail Classics,Lemon Juice
1497,Montreal Gin Sour,Cocktail Classics,Egg White
1498,Montreal Gin Sour,Cocktail Classics,Powdered Sugar
1499,Montezuma,Cocktail Classics,Tequila
1500,Montezuma,Cocktail Classics,Madeira
1501,Montezuma,Cocktail Classics,Egg Yolk
1502,Montezuma,Cocktail Classics,Crushed ice
1503,Miss Jones,Vodka,Vanilla-flavored vodka
1504,Miss Jones,Vodka,Fresh lemon juice
1505,Miss Jones,Vodka,Butterscotch schnapps
1506,Miss Jones,Vodka,Limoncello
1507,Mint Gin Cocktail,Cocktail Classics,Mint-Flavored Gin
1508,Mint Gin Cocktail,Cocktail Classics,White Port Wine
1509,Mint Gin Cocktail,Cocktail Classics,Dry Vermouth
1510,Mint Collins,Cocktail Classics,Juice of a Lemon
1511,Mint Collins,Cocktail Classics,Mint-Flavored Gin
1512,Million-Dollar Cocktail,Cocktail Classics,Pineapple Juice
1513,Million-Dollar Cocktail,Cocktail Classics,Grenadine
1514,Million-Dollar Cocktail,Cocktail Classics,Egg White
1515,Million-Dollar Cocktail,Cocktail Classics,Sweet Vermouth
1516,Million-Dollar Cocktail,Cocktail Classics,Gin
1517,Millionaire Cocktail,Cocktail Classics,Egg White
1518,Millionaire Cocktail,Cocktail Classics,Grenadine
1519,Millionaire Cocktail,Cocktail Classics,Triple Sec
1520,Millionaire Cocktail,Cocktail Classics,Blended whiskey
1521,Academic Review,Whiskies,Irish Whiskey
1522,Academic Review,Whiskies,Applejack
1523,Academic Review,Whiskies,Amaro Nonino
1524,Academic Review,Whiskies,Rye Whiskey
1525,Academic Review,Whiskies,Demerara Syrup
1526,Academic Review,Whiskies,Mole bitters 1 oz
1527,Milk Punch,Cocktail Classics,Powdered Sugar
1528,Milk Punch,Cocktail Classics,Blended whiskey
1529,Milk Punch,Cocktail Classics,Milk
1530,Merry Widow Fizz,Cocktail Classics,Juice of Orange
1531,Merry Widow Fizz,Cocktail Classics,Juice of a Lemon
1532,Merry Widow Fizz,Cocktail Classics,Egg White
1533,Merry Widow Fizz,Cocktail Classics,Powdered Sugar
1534,Merry Widow Fizz,Cocktail Classics,Sloe gin
1535,May Blossom Fizz,Cocktail Classics,Grenadine
1536,May Blossom Fizz,Cocktail Classics,Juice of a Lemon
1537,May Blossom Fizz,Cocktail Classics,Swedish Punch
1538,Mary Garden Cocktail,Cocktail Classics,Dubonnet
1539,Mary Garden Cocktail,Cocktail Classics,Dry Vermouth
1540,19th Century,Whiskies,Bourbon whiskey
1541,19th Century,Whiskies,Fresh lemon juice
1542,19th Century,Whiskies,White creme de cacao
1543,19th Century,Whiskies,Lillet Rouge
1544,Manila Fizz,Cocktail Classics,Gin
1545,Manila Fizz,Cocktail Classics,Whole Egg
1546,Manila Fizz,Cocktail Classics,Powdered Sugar
1547,Manila Fizz,Cocktail Classics,Root Beer
1548,Manila Fizz,Cocktail Classics,Juice of a Lime
1549,1626,Whiskies,Bourbon whiskey
1550,1626,Whiskies,Gingerbread liqueur
1551,1626,Whiskies,cherry-flavored brandy
1552,1626,Whiskies,Angostura Bitters
1553,1626,Whiskies,Italian preserved cherry
1554,Maracuya Mosquito,Vodka,Fresh basil leaves
1555,Maracuya Mosquito,Vodka,Vodka
1556,Maracuya Mosquito,Vodka,Green Chartreuse
1557,Maracuya Mosquito,Vodka,Fresh Lime Juice
1558,Maracuya Mosquito,Vodka,Simple Syrup
1559,Maracuya Mosquito,Vodka,"Passion Fruit Juice, basil leaf"
1560,Madras,Vodka,Vodka
1561,Madras,Vodka,Cranberry Juice
1562,Madras,Vodka,Orange juice
1563,Absinthe Cocktail,Cocktail Classics,Absinthe Substitute
1564,Absinthe Cocktail,Cocktail Classics,Water
1565,Absinthe Cocktail,Cocktail Classics,Old Mr. Boston Anisette
1566,Absinthe Cocktail,Cocktail Classics,Orange Bitters
1567,Lychee Lucy,Vodka,Vodka
1568,Lychee Lucy,Vodka,Lychee liqueur
1569,Lychee Lucy,Vodka,Fresh orange juice
1570,Lychee Lucy,Vodka,Pineapple Juice
1571,Lychee Lucy,Vodka,Angostura Bitters
1572,Vodka Martini,Cocktail Classics,Mr. Boston Vodka
1573,Vodka Martini,Cocktail Classics,Dry Vermouth
1574,The Loop,Vodka,Black cherry-flavored vodka
1575,The Loop,Vodka,White creme de cacao
1576,The Loop,Vodka,Chile Syrup
1577,Long Island Iced Tea,Vodka,Vodka
1578,Long Island Iced Tea,Vodka,Blanco tequila
1579,Long Island Iced Tea,Vodka,Gin
1580,Long Island Iced Tea,Vodka,Light Rum
1581,Long Island Iced Tea,Vodka,Triple Sec
1582,Long Island Iced Tea,Vodka,"Simple Syrup, 1/2 oz"
1583,Fallen Leaves,Brandy,Calvados
1584,Fallen Leaves,Brandy,Sweet Vermouth
1585,Fallen Leaves,Brandy,Dry Vermouth
1586,Fallen Leaves,Brandy,Brandy
1587,L'italienne,Vodka,Vodka
1588,L'italienne,Vodka,Lillet Blanc
1589,L'italienne,Vodka,Ramazzotti Amaro
1590,L'italienne,Vodka,Orange Bitters
1591,Rum Dubonnet,Cocktail Classics,Light Rum
1592,Rum Dubonnet,Cocktail Classics,Dubonnet
1593,Rum Dubonnet,Cocktail Classics,Lemon Juice
1594,Ruby Fizz,Cocktail Classics,Juice of a Lemon
1595,Ruby Fizz,Cocktail Classics,Powdered Sugar
1596,Ruby Fizz,Cocktail Classics,Egg White
1597,Ruby Fizz,Cocktail Classics,Grenadine
1598,Ruby Fizz,Cocktail Classics,Sloe gin
1599,Limoncello Manzanilla Marmalade Sour,Vodka,Citrus-flavored vodka
1600,Limoncello Manzanilla Marmalade Sour,Vodka,Limoncello
1601,Limoncello Manzanilla Marmalade Sour,Vodka,Manzanilla sherry
1602,Limoncello Manzanilla Marmalade Sour,Vodka,Fresh lemon juice
1603,Limoncello Manzanilla Marmalade Sour,Vodka,Grapefruit marmalade
1604,Royal Purple Punch,Cocktail Classics,red wine
1605,Royal Gin Fizz,Cocktail Classics,Juice of a Lemon
1606,Royal Gin Fizz,Cocktail Classics,Powdered Sugar
1607,Royal Gin Fizz,Cocktail Classics,Gin
1608,Royal Gin Fizz,Cocktail Classics,Whole Egg
1609,Royal Cocktail,Cocktail Classics,Whole Egg
1610,Royal Cocktail,Cocktail Classics,Juice of a Lemon
1611,Royal Cocktail,Cocktail Classics,Powdered Sugar
1612,Royal Cocktail,Cocktail Classics,Gin
1613,Royal Clover Club Cocktail,Cocktail Classics,Juice of a Lime
1614,Royal Clover Club Cocktail,Cocktail Classics,Grenadine
1615,Royal Clover Club Cocktail,Cocktail Classics,Egg Yolk
1616,Royal Clover Club Cocktail,Cocktail Classics,Gin
1617,Lights On The Plaza,Vodka,"Cucumber slices, chopped"
1618,Lights On The Plaza,Vodka,Fresh lemon juice
1619,Lights On The Plaza,Vodka,Simple Syrup
1620,Lights On The Plaza,Vodka,Acai berry flavored vodka
1621,Lights On The Plaza,Vodka,Black raspberry liqueur
1622,Lights On The Plaza,Vodka,"Sparkling wine, raspberry and cucumber"
1623,Rococo,Cocktail Classics,Cherry Vodka
1624,Rococo,Cocktail Classics,Orange Juice
1625,Rococo,Cocktail Classics,Triple Sec
1626,Rock & Rye Cooler,Cocktail Classics,Rock and Rye
1627,Rock & Rye Cooler,Cocktail Classics,Vodka
1628,Rock & Rye Cooler,Cocktail Classics,Lime Juice
1629,Rock & Rye Cocktail,Cocktail Classics,Rock and Rye
1630,Rock & Rye Cocktail,Cocktail Classics,White Port Wine
1631,Rock & Rye Cocktail,Cocktail Classics,Dry Vermouth
1632,Le Paradini,Vodka,Vodka
1633,Le Paradini,Vodka,Raspberry-flavored liqueur
1634,Le Paradini,Vodka,Grand Marnier
1635,Le Paradini,Vodka,Chilled Champagne
1636,Red Swizzle,Cocktail Classics,Juice of a Lime
1637,Red Swizzle,Cocktail Classics,Powdered Sugar
1638,Red Swizzle,Cocktail Classics,Carbonated Water
1639,Red Swizzle,Cocktail Classics,Gin
1640,Red Swizzle,Cocktail Classics,Bitters
1641,Red Swizzle,Cocktail Classics,Grenadine
1642,Lemon Drop,Vodka,"Lemon wedge, superfine sugar"
1643,Lemon Drop,Vodka,lemon-flavored vodka
1644,Lemon Drop,Vodka,Fresh lemon juice
1645,Lemon Drop,Vodka,Simple Syrup
1646,Rebel Charge,Cocktail Classics,Bourbon
1647,Rebel Charge,Cocktail Classics,Triple Sec
1648,Rebel Charge,Cocktail Classics,Orange Juice
1649,Rebel Charge,Cocktail Classics,Lemon Juice
1650,Rebel Charge,Cocktail Classics,Egg White
1651,Rattlesnake Cocktail,Cocktail Classics,Blended whiskey
1652,Rattlesnake Cocktail,Cocktail Classics,Egg White
1653,Rattlesnake Cocktail,Cocktail Classics,Lemon Juice
1654,Rattlesnake Cocktail,Cocktail Classics,Powdered Sugar
1655,Rattlesnake Cocktail,Cocktail Classics,Anis
1656,Ramos Fizz,Cocktail Classics,Juice of a Lemon
1657,Ramos Fizz,Cocktail Classics,Egg White
1658,Ramos Fizz,Cocktail Classics,Powdered Sugar
1659,Ramos Fizz,Cocktail Classics,Gin
1660,Ramos Fizz,Cocktail Classics,Light cream
1661,Ramos Fizz,Cocktail Classics,Triple Sec
1662,San Francisco,Cocktail Classics,Sloe gin
1663,San Francisco,Cocktail Classics,Sweet Vermouth
1664,San Francisco,Cocktail Classics,Dry Vermouth
1665,San Francisco,Cocktail Classics,Bitters
1666,San Francisco,Cocktail Classics,Orange Bitters
1667,Sand-Martini Cocktail,Cocktail Classics,Green Chartreuse
1668,Sand-Martini Cocktail,Cocktail Classics,Sweet Vermouth
1669,Sand-Martini Cocktail,Cocktail Classics,Gin
1670,Sand-Martini Cocktail,Cocktail Classics,Sake
1671,Sake Martini (Sakini),Cocktail Classics,Sake
1672,Sake Martini (Sakini),Cocktail Classics,Gin
1673,Lemon Crush,Vodka,"Lemon wedge, superfine sugar"
1674,Lemon Crush,Vodka,Citrus-flavored vodka
1675,Lemon Crush,Vodka,Crema di limoncello
1676,Lemon Crush,Vodka,Triple Sec
1677,Lemon Crush,Vodka,Fresh lemon juice
1678,Rye Whiskey Cocktail,Cocktail Classics,Bitters
1679,Rye Whiskey Cocktail,Cocktail Classics,Powdered Sugar
1680,Rye Whiskey Cocktail,Cocktail Classics,Rye Whiskey
1681,Leaves Of Grass,Vodka,Aquavit
1682,Leaves Of Grass,Vodka,Old Tom gin
1683,Leaves Of Grass,Vodka,Demerara Syrup
1684,Leaves Of Grass,Vodka,Orange Bitters
1685,Leaves Of Grass,Vodka,Absinthe
1686,Widow's Dream,Cocktail Classics,Benedictine
1687,Widow's Dream,Cocktail Classics,Whole Egg
1688,Whiskey Flip,Cocktail Classics,Whole Egg
1689,Whiskey Flip,Cocktail Classics,Powdered Sugar
1690,Whiskey Flip,Cocktail Classics,Blended whiskey
1691,Whiskey Flip,Cocktail Classics,Light Cream (if desired)
1692,L.A. Sunrise,Vodka,Vodka
1693,L.A. Sunrise,Vodka,Creme de banana
1694,L.A. Sunrise,Vodka,Fresh orange juice
1695,L.A. Sunrise,Vodka,Pineapple Juice
1696,L.A. Sunrise,Vodka,Dark rum
1697,White Rose Cocktail,Cocktail Classics,Gin
1698,White Rose Cocktail,Cocktail Classics,Orange Juice
1699,White Rose Cocktail,Cocktail Classics,Juice of a Lime
1700,White Rose Cocktail,Cocktail Classics,Maraschino
1701,White Rose Cocktail,Cocktail Classics,Egg White
1702,White Plush,Cocktail Classics,Blended whiskey
1703,White Plush,Cocktail Classics,Milk
1704,White Plush,Cocktail Classics,Powdered Sugar
1705,White Elephant,Cocktail Classics,Gin
1706,White Elephant,Cocktail Classics,Sweet Vermouth
1707,White Elephant,Cocktail Classics,Egg White
1708,Whiskey Toddy (cold),Cocktail Classics,Powdered Sugar
1709,Whiskey Toddy (cold),Cocktail Classics,Water
1710,Whiskey Toddy (cold),Cocktail Classics,Blended whiskey
1711,Kretchma Cocktail,Vodka,Vodka
1712,Kretchma Cocktail,Vodka,White creme de cacao
1713,Kretchma Cocktail,Vodka,Fresh lemon juice
1714,Kretchma Cocktail,Vodka,Grenadine
1715,Whiskey Skin,Cocktail Classics,lump of sugar
1716,Whiskey Skin,Cocktail Classics,blended whiskey
1717,Whiskey Milk Punch,Cocktail Classics,Powdered Sugar
1718,Whiskey Milk Punch,Cocktail Classics,Blended whiskey
1719,Katana,Vodka,Cucumber slices
1720,Katana,Vodka,Vodka
1721,Katana,Vodka,Sake
1722,Katana,Vodka,Fresh Lime Juice
1723,Katana,Vodka,Simple Syrup
1724,Katana,Vodka,Cucumber
1725,Ethel Duffy Cocktail,Brandy,Apricot-Flavored Brandy
1726,Ethel Duffy Cocktail,Brandy,White creme de menthe
1727,Ethel Duffy Cocktail,Brandy,Triple Sec
1728,Daiquiri,Cocktail Classics,Light Rum
1729,Daiquiri,Cocktail Classics,Fresh Lime Juice
1730,Daiquiri,Cocktail Classics,Simple Syrup
1731,Wembley Cocktail,Cocktail Classics,Dry Vermouth
1732,Wembley Cocktail,Cocktail Classics,Gin
1733,Wembley Cocktail,Cocktail Classics,Apricot-Flavored Brandy
1734,Wembley Cocktail,Cocktail Classics,Apple Brandy
1735,Weep-No-More Cocktail,Cocktail Classics,Juice of a Lime
1736,Weep-No-More Cocktail,Cocktail Classics,Dubonnet
1737,Weep-No-More Cocktail,Cocktail Classics,Brandy
1738,Weep-No-More Cocktail,Cocktail Classics,Maraschino
1739,Jungle Juice,Vodka,Vodka
1740,Jungle Juice,Vodka,Light Rum
1741,Jungle Juice,Vodka,Triple Sec
1742,Jungle Juice,Vodka,"each Cranberry Juice, orange juice, pineapple juice, lemon juice"
1743,Jungle Juice,Vodka,Simple Syrup
1744,Wedding Belle Cocktail,Cocktail Classics,Orange Juice
1745,Wedding Belle Cocktail,Cocktail Classics,cherry-flavored brandy
1746,Wedding Belle Cocktail,Cocktail Classics,Gin
1747,Wedding Belle Cocktail,Cocktail Classics,Dubonnet
1748,Waterloo,Cocktail Classics,Light Rum
1749,Waterloo,Cocktail Classics,Orange Juice
1750,Waterloo,Cocktail Classics,Mandarine Napoleon Liqueur
1751,Waterbury Cocktail,Cocktail Classics,Powdered Sugar
1752,Waterbury Cocktail,Cocktail Classics,Juice of a Lemon
1753,Waterbury Cocktail,Cocktail Classics,Egg White
1754,Waterbury Cocktail,Cocktail Classics,Brandy
1755,Waterbury Cocktail,Cocktail Classics,Grenadine
1756,Washington Cocktail,Cocktail Classics,Dry Vermouth
1757,Washington Cocktail,Cocktail Classics,Brandy
1758,Washington Cocktail,Cocktail Classics,Bitters
1759,Washington Cocktail,Cocktail Classics,Sugar Syrup
1760,The Jamaican Ten Speed,Vodka,Vodka
1761,The Jamaican Ten Speed,Vodka,Melon liqueur
1762,The Jamaican Ten Speed,Vodka,Creme de banana
1763,The Jamaican Ten Speed,Vodka,Coconut-flavored rum
1764,The Jamaican Ten Speed,Vodka,half-and-half
1765,Twin Six Cocktail,Cocktail Classics,Gin
1766,Twin Six Cocktail,Cocktail Classics,Sweet Vermouth
1767,Twin Six Cocktail,Cocktail Classics,Grenadine
1768,Twin Six Cocktail,Cocktail Classics,Orange Juice
1769,Twin Six Cocktail,Cocktail Classics,Egg White
1770,Jackie-O,Vodka,"Lime wedge, pink sanding sugar"
1771,Jackie-O,Vodka,each Citrus-flavored vodka and orange-flavored vodka
1772,Jackie-O,Vodka,Creme de Cassis
1773,Jackie-O,Vodka,Apricot nectar
1774,Jackie-O,Vodka,each Fresh lemon juice and cranberry juice
1775,Tropical Heart,Cocktail Classics,Hot Shot Tropical Fruit Liqueur
1776,Trois Rivieres,Cocktail Classics,Canadian whisky
1777,Trois Rivieres,Cocktail Classics,Dubonnet
1778,Trois Rivieres,Cocktail Classics,Triple Sec
1779,Tovarich Cocktail,Cocktail Classics,Vodka
1780,Tovarich Cocktail,Cocktail Classics,Kummel
1781,Tovarich Cocktail,Cocktail Classics,Juice of a Lime
1782,Italian Screwdriver,Vodka,"Lime wedge, superfine sugar"
1783,Italian Screwdriver,Vodka,Citrus-flavored vodka
1784,Italian Screwdriver,Vodka,Orange juice
1785,Italian Screwdriver,Vodka,Grapefruit Juice
1786,Italian Screwdriver,Vodka,Ginger ale
1787,T.N.T. Cocktail No. 2,Cocktail Classics,Tequila
1788,T.N.T. Cocktail No. 1,Cocktail Classics,Blended whiskey
1789,T.N.T. Cocktail No. 1,Cocktail Classics,Anis
1790,Ibiza,Vodka,Orange-flavored vodka
1791,Ibiza,Vodka,Campari
1792,Ibiza,Vodka,Grapefruit Juice
1793,Ibiza,Vodka,Pomegranate molasses
1794,Ibiza,Vodka,Peach schnapps
1795,Ibiza,Vodka,"Apple schnapps, grapefruit twist"
1796,Thunder,Cocktail Classics,Powdered Sugar
1797,Thunder,Cocktail Classics,Egg Yolk
1798,Thunder,Cocktail Classics,Brandy
1799,Thunder,Cocktail Classics,Cayenne Pepper
1800,Huntsman Cocktail,Vodka,Vodka
1801,Huntsman Cocktail,Vodka,Jamaica Rum
1802,Huntsman Cocktail,Vodka,Fresh Lime Juice
1803,Huntsman Cocktail,Vodka,Simple Syrup
1804,Tequila Fizz,Cocktail Classics,Tequila
1805,Tequila Fizz,Cocktail Classics,Grenadine
1806,Tequila Fizz,Cocktail Classics,Lemon Juice
1807,Tequila Fizz,Cocktail Classics,Egg White
1808,Humpty Dumpty,Vodka,Vodka
1809,Humpty Dumpty,Vodka,Orange juice
1810,Humpty Dumpty,Vodka,Galliano
1811,Humpty Dumpty,Vodka,Whole Egg
1812,Humpty Dumpty,Vodka,Peychaud's Bitters
1813,Tequila Cocktail,Cocktail Classics,Tequila
1814,Tequila Cocktail,Cocktail Classics,Juice of a Lemon
1815,Tequila Cocktail,Cocktail Classics,Grenadine
1816,Tequila Cocktail,Cocktail Classics,Egg White
1817,Temptation Cocktail,Cocktail Classics,Blended whiskey
1818,Temptation Cocktail,Cocktail Classics,Triple Sec
1819,Temptation Cocktail,Cocktail Classics,Anis
1820,Temptation Cocktail,Cocktail Classics,Dubonnet
1821,Tchoupitolas Street Guzzle,Cocktail Classics,Light Rum
1822,Tahitian Tea,Cocktail Classics,Gin
1823,Tahitian Tea,Cocktail Classics,Light Rum
1824,Tahitian Tea,Cocktail Classics,Vodka
1825,Tahitian Tea,Cocktail Classics,Hot Shot Tropical Fruit Liqueur
1826,Tahitian Tea,Cocktail Classics,7-Up
1827,Tahitian Tea,Cocktail Classics,each Cranberry Juice and orange juice
1828,Limey,Cocktail Classics,Light Rum
1829,Limey,Cocktail Classics,Lime Liqueur
1830,Limey,Cocktail Classics,Triple Sec
1831,Limey,Cocktail Classics,Lime Juice
1832,Headless Horseman,Vodka,Vodka
1833,Headless Horseman,Vodka,Angostura Bitters
1834,Love Cocktail,Cocktail Classics,Sloe gin
1835,Love Cocktail,Cocktail Classics,Egg White
1836,Love Cocktail,Cocktail Classics,Lemon Juice
1837,Love Cocktail,Cocktail Classics,Raspberry Juice
1838,Los Angeles Cocktail,Cocktail Classics,Juice of a Lemon
1839,Los Angeles Cocktail,Cocktail Classics,Powdered Sugar
1840,Los Angeles Cocktail,Cocktail Classics,Whole Egg
1841,Los Angeles Cocktail,Cocktail Classics,Sweet Vermouth
1842,Los Angeles Cocktail,Cocktail Classics,Blended whiskey
1843,Long Island Tea,Cocktail Classics,Vodka
1844,Long Island Tea,Cocktail Classics,Gin
1845,Long Island Tea,Cocktail Classics,Light Rum
1846,Long Island Tea,Cocktail Classics,Tequila
1847,Long Island Tea,Cocktail Classics,Juice of a Lemon
1848,Harvey Wallbanger,Vodka,Vodka
1849,Harvey Wallbanger,Vodka,Fresh orange juice
1850,Harvey Wallbanger,Vodka,Galliano
1851,Lime Giant,Cocktail Classics,Lime Vodka
1852,Lil Naue,Cocktail Classics,Brandy
1853,Lil Naue,Cocktail Classics,Port
1854,Lil Naue,Cocktail Classics,Apricot-Flavored Brandy
1855,Lil Naue,Cocktail Classics,Powdered Sugar
1856,Lil Naue,Cocktail Classics,Egg Yolk
1857,Harrington,Vodka,Vodka
1858,Harrington,Vodka,Triple Sec
1859,Harrington,Vodka,Green Chartreuse
1860,El Profesor,Brandy,Pisco
1861,El Profesor,Brandy,Punt e Mes
1862,El Profesor,Brandy,Benedictine
1863,El Profesor,Brandy,Aromatic bitters
1864,Leap Year Cocktail,Cocktail Classics,Gin
1865,Leap Year Cocktail,Cocktail Classics,Orange Flavored Gin
1866,Leap Year Cocktail,Cocktail Classics,Sweet Vermouth
1867,Leap Year Cocktail,Cocktail Classics,Lemon Juice
1868,Lasky Cocktail,Cocktail Classics,Grape Juice
1869,Lasky Cocktail,Cocktail Classics,Swedish Punch
1870,Lasky Cocktail,Cocktail Classics,Gin
1871,Lady Love Fizz,Cocktail Classics,Powdered Sugar
1872,Lady Love Fizz,Cocktail Classics,Juice of a Lemon
1873,Lady Love Fizz,Cocktail Classics,Egg White
1874,Lady Love Fizz,Cocktail Classics,Gin
1875,Lady Love Fizz,Cocktail Classics,Light cream
1876,Handball Cooler,Vodka,Vodka
1877,Handball Cooler,Vodka,Orange juice
1878,Hyatt's Jamaican Banana,Cocktail Classics,Light Rum
1879,Hyatt's Jamaican Banana,Cocktail Classics,White creme de cacao
1880,Hyatt's Jamaican Banana,Cocktail Classics,Creme de banana
1881,Hyatt's Jamaican Banana,Cocktail Classics,Vanilla Ice Cream
1882,Hyatt's Jamaican Banana,Cocktail Classics,half-and-half
1883,Hyatt's Jamaican Banana,Cocktail Classics,Banana
1884,H.P.W. Cocktail,Cocktail Classics,Dry Vermouth
1885,H.P.W. Cocktail,Cocktail Classics,Sweet Vermouth
1886,H.P.W. Cocktail,Cocktail Classics,Gin
1887,Hot Shot Margarita,Cocktail Classics,Tequila
