,name,category,row_id,ingredient_number,ingredient,measure
2379,Deauville Cocktail,Brandy,654,4,Fresh lemon juice,1/2 oz
2380,Deauville Cocktail,Brandy,654,6,Dry Vermouth,1 oz
2381,Allies Cocktail,Cocktail Classics,655,1,Dry Vermouth,1 oz
2382,Allies Cocktail,Cocktail Classics,655,2,Gin,1 oz
2383,Allies Cocktail,Cocktail Classics,655,3,Kummel,1/2 oz
2384,Rum Swizzle,Rum - Daiquiris,656,1,Light or dark rum,2 oz
2385,Rum Swizzle,Rum - Daiquiris,656,2,Fresh Lime Juice,1 oz
2386,Rum Swizzle,Rum - Daiquiris,656,3,Simple Syrup,1/2 oz
2387,Rum Swizzle,Rum - Daiquiris,656,4,Angostura Bitters,2 oz
2388,A. J.,Cocktail Classics,657,1,Applejack,1 1/2 oz
2389,A. J.,Cocktail Classics,657,2,Grapefruit Juice,1 oz
2390,After Supper Cocktail,Cocktail Classics,658,1,Apricot-Flavored Brandy,1 oz
2391,After Supper Cocktail,Cocktail Classics,658,2,Triple Sec,1 oz
2392,After Supper Cocktail,Cocktail Classics,658,3,Lemon Juice,1/2 oz
2393,Rum Sour,Rum - Daiquiris,659,1,Light Rum,2 oz
2394,Rum Sour,Rum - Daiquiris,659,2,Fresh lemon juice,3/4 oz
2395,Rum Sour,Rum - Daiquiris,659,3,Simple Syrup,3/4 oz
2396,Acapulco,Cocktail Classics,660,1,Light Rum,1 1/2 oz
2397,Acapulco,Cocktail Classics,660,2,Lime Juice,1 oz
2398,Acapulco,Cocktail Classics,660,3,Triple Sec,1 1/2 oz
2399,Acapulco,Cocktail Classics,660,4,Sugar,1 oz
2400,Acapulco,Cocktail Classics,660,5,Egg White,1
2401,Absinthe Drip Cocktail,Cocktail Classics,661,1,Anis,1 1/2 oz
2402,Absinthe Drip Cocktail,Cocktail Classics,661,2,Sugar,1 oz
2403,Ambrosia,Cocktail Classics,662,1,Applejack,1 oz
2404,Ambrosia,Cocktail Classics,662,2,Brandy,1 oz
2405,Ambrosia,Cocktail Classics,662,3,Triple Sec,1 oz
2406,Rum Screwdriver,Rum - Daiquiris,663,1,Light Rum,1 1/2 oz
2407,Rum Screwdriver,Rum - Daiquiris,663,2,Orange juice,5 oz
2408,Rum Rickey,Rum - Daiquiris,664,1,Light Rum,1 1/2 oz
2409,Rum Rickey,Rum - Daiquiris,664,2,Fresh Lime Juice,1/2 oz
2410,Scotch Cocktail,Cocktail Classics,665,1,Old Mr. Boston Creme de Menthe (White),1/2 oz
2411,Scotch Cocktail,Cocktail Classics,665,2,Desmond & Duff Scotch Whisky,1 1/2 oz
2412,Rum Relaxer,Rum - Daiquiris,666,1,Light Rum,1 1/2 oz
2413,Rum Relaxer,Rum - Daiquiris,666,2,Pineapple Juice,1 oz
2414,Rum Relaxer,Rum - Daiquiris,666,3,Grenadine,1/2 oz
2415,Rum Old-Fashioned,Rum - Daiquiris,667,1,Light Rum,1 1/2 oz
2416,Rum Old-Fashioned,Rum - Daiquiris,667,2,151-Proof Rum,1 oz
2417,Rum Old-Fashioned,Rum - Daiquiris,667,3,Simple Syrup,1 oz
2418,Rum Old-Fashioned,Rum - Daiquiris,667,4,Angostura Bitters,1 oz
2419,Rum Martini,Rum - Daiquiris,668,1,Light Rum,2 oz
2420,Rum Martini,Rum - Daiquiris,668,2,Dry Vermouth,1 oz
2421,Rum Highball,Rum - Daiquiris,669,1,Light or dark rum,2 oz
2422,Rum Fix,Rum - Daiquiris,670,1,Light Rum,2 1/2 oz
2423,Rum Fix,Rum - Daiquiris,670,2,Fresh lemon or lime juice,1 oz
2424,Rum Fix,Rum - Daiquiris,670,3,Simple Syrup,1/2 oz
2425,Rum Daisy,Rum - Daiquiris,671,1,Light Rum,2 oz
2426,Rum Daisy,Rum - Daiquiris,671,2,Fresh lemon juice,1/2 oz
2427,Rum Daisy,Rum - Daiquiris,671,3,Simple Syrup,1 oz
2428,Rum Daisy,Rum - Daiquiris,671,4,Grenadine,1 oz
2429,D'artagnan,Brandy,672,1,Armagnac,1 oz
2430,D'artagnan,Brandy,672,2,Grand Marnier,1 oz
2431,D'artagnan,Brandy,672,3,Simple Syrup,1 oz
2432,D'artagnan,Brandy,672,4,Orange juice,1/2 oz
2433,D'artagnan,Brandy,672,5,Chilled Champagne,3 oz
2434,Rum Cooler,Rum - Daiquiris,673,1,Light Rum,2 oz
2435,Rum Cooler,Rum - Daiquiris,673,2,Simple Syrup,1/2 oz
2436,Rum Cooler,Rum - Daiquiris,673,3,Soda water,2 oz
2437,Rum Collins,Rum - Daiquiris,674,1,Light Rum,2 oz
2438,Rum Collins,Rum - Daiquiris,674,2,Fresh Lime Juice,1 oz
2439,Rum Collins,Rum - Daiquiris,674,3,Simple Syrup,1/2 oz
2440,Seaboabd,Cocktail Classics,675,1,Old Mr. Boston Blended Whiskey,1 oz
2441,Seaboabd,Cocktail Classics,675,2,Old Mr. Boston Dry Gin,1 oz
2442,Seaboabd,Cocktail Classics,675,3,Lemon Juice,1 oz
2443,Seaboabd,Cocktail Classics,675,4,Powdered Sugar,1 oz
2444,Rum Cobbler,Rum - Daiquiris,676,1,Light Rum,2 oz
2445,Rum Cobbler,Rum - Daiquiris,676,2,Simple Syrup,1/4 oz
2446,Robson Cocktail,Rum - Daiquiris,677,1,Jamaica Rum,1 1/2 oz
2447,Robson Cocktail,Rum - Daiquiris,677,2,Fresh lemon juice,1/2 oz
2448,Robson Cocktail,Rum - Daiquiris,677,3,Fresh orange juice,1/2 oz
2449,Robson Cocktail,Rum - Daiquiris,677,4,Grenadine,1/4 oz
2450,Rio Fix,Rum - Daiquiris,678,1,Absinthe or pastis,2 oz
2451,Rio Fix,Rum - Daiquiris,678,2,Cachaca,1 1/2 oz
2452,Rio Fix,Rum - Daiquiris,678,3,Maraschino liqueur,1/2 oz
2453,Rio Fix,Rum - Daiquiris,678,4,Fresh Lime Juice,3/4 oz
2454,Rio Fix,Rum - Daiquiris,678,5,Pineapple Juice,1/2 oz
2455,Ringo Starr,Rum - Daiquiris,679,1,Red grapes,3 oz
2456,Ringo Starr,Rum - Daiquiris,679,2,Lemon,1/2 oz
2457,Ringo Starr,Rum - Daiquiris,679,3,Fresh mint leaves,6
2458,Ringo Starr,Rum - Daiquiris,679,4,Sugar cube,1 oz
2459,Ringo Starr,Rum - Daiquiris,679,5,African rum,2 oz
2460,Restless Native,Rum - Daiquiris,680,1,Coconut rum,2 oz
2461,Restless Native,Rum - Daiquiris,680,2,White creme de cacao,3/4 oz
2462,Restless Native,Rum - Daiquiris,680,3,Fresh Lime Juice,1 1/2 oz
2463,Restless Native,Rum - Daiquiris,680,6,Light Rum,1 1/2 oz
2464,Quarter Deck Cocktail,Rum - Daiquiris,681,1,Light Rum,1 1/2 oz
2465,Quarter Deck Cocktail,Rum - Daiquiris,681,2,Cream sherry,1/2 oz
2466,Quarter Deck Cocktail,Rum - Daiquiris,681,3,Fresh Lime Juice,1/2 oz
2467,Quaker's Cocktail,Rum - Daiquiris,682,1,Light Rum,3/4 oz
2468,Quaker's Cocktail,Rum - Daiquiris,682,2,Brandy,3/4 oz
2469,Quaker's Cocktail,Rum - Daiquiris,682,3,Fresh lemon juice,1/2 oz
2470,Quaker's Cocktail,Rum - Daiquiris,682,4,Raspberry Syrup,1/4 oz
2471,Puerto Rican Rum Daisy,Rum - Daiquiris,683,1,Dark rum,1 1/2 oz
2472,Puerto Rican Rum Daisy,Rum - Daiquiris,683,2,Orange curacao,1/4 oz
2473,Puerto Rican Rum Daisy,Rum - Daiquiris,683,3,Fresh lemon juice,3/4 oz
2474,Puerto Rican Rum Daisy,Rum - Daiquiris,683,4,each Orange juice and simple syrup,1/2 oz
2475,Puerto Rican Rum Daisy,Rum - Daiquiris,683,5,Angostura Bitters,1 oz
2476,Cuban Cocktail No. 2,Brandy,684,1,Brandy,1 1/2 oz
2477,Cuban Cocktail No. 2,Brandy,684,2,Light Rum,1/2 oz
2478,Cuban Cocktail No. 2,Brandy,684,3,Apricot-Flavored Brandy,1/2 oz
2479,Cuban Cocktail No. 2,Brandy,684,4,Fresh Lime Juice,1/2 oz
2480,Prohibition Punch,Rum - Daiquiris,685,1,Dark rum,1 1/2 oz
2481,Prohibition Punch,Rum - Daiquiris,685,2,Grand Marnier,3/4 oz
2482,Prohibition Punch,Rum - Daiquiris,685,3,Passion Fruit Juice,1 oz
2483,Prohibition Punch,Rum - Daiquiris,685,4,Cranberry Juice,1 oz
2484,Prohibition Punch,Rum - Daiquiris,685,5,Fresh lemon juice,1/4 oz
2485,Prohibition Punch,Rum - Daiquiris,685,6,Champagne,2 oz
2486,Prairie Oyster Cocktail,Cocktail Classics,686,1,Old Mr. Boston Five Star Brandy,1 oz
2487,Prairie Oyster Cocktail,Cocktail Classics,686,2,Worcestershire Sauce,1 oz
2488,Prairie Oyster Cocktail,Cocktail Classics,686,3,Tomato Catsup,1 oz
2489,Prairie Oyster Cocktail,Cocktail Classics,686,4,Vinegar,1 oz
2490,Prairie Oyster Cocktail,Cocktail Classics,686,5,Pepper,1 oz
2491,Prairie Oyster Cocktail,Cocktail Classics,686,6,"Egg Yolk, 1 oz",1 oz
2492,Poker Cocktail,Rum - Daiquiris,687,1,Light Rum,1 1/2 oz
2493,Poker Cocktail,Rum - Daiquiris,687,2,Sweet Vermouth,1 1/2 oz
2494,Planter's Punch No. 2,Rum - Daiquiris,688,1,Light Rum,2 oz
2495,Planter's Punch No. 2,Rum - Daiquiris,688,2,Orange juice,2 oz
2496,Planter's Punch No. 2,Rum - Daiquiris,688,3,"each Fresh Lime Juice, jamaica rum, grenadine",1 oz
2497,Planter's Punch No. 2,Rum - Daiquiris,688,4,Pineapple Juice,1/2 oz
2498,Planter's Punch No. 2,Rum - Daiquiris,688,5,"each Fresh lemon juice, triple sec",1/4 oz
2499,Planter's Punch No. 1,Rum - Daiquiris,689,1,Light Rum,2 1/2 oz
2500,Planter's Punch No. 1,Rum - Daiquiris,689,2,Fresh Lime Juice,2 oz
2501,Planter's Punch No. 1,Rum - Daiquiris,689,3,Simple Syrup,1/2 oz
2502,Planter's Punch No. 1,Rum - Daiquiris,689,4,Soda water,2 oz
2503,Planter's Punch No. 1,Rum - Daiquiris,689,5,Grenadine,1 oz
2504,Planter's Cocktail,Rum - Daiquiris,690,1,Jamaica Rum,1 1/2 oz
2505,Planter's Cocktail,Rum - Daiquiris,690,2,Fresh lemon juice,1/2 oz
2506,Planter's Cocktail,Rum - Daiquiris,690,3,Simple Syrup,1 oz
2507,Pink Paradise,Rum - Daiquiris,691,1,Coconut-flavored rum,1 1/2 oz
2508,Pink Paradise,Rum - Daiquiris,691,2,Amaretto,1 oz
2509,Pink Paradise,Rum - Daiquiris,691,3,Cranberry Juice,3 oz
2510,Pink Paradise,Rum - Daiquiris,691,4,Pineapple Juice,1 1/2 oz
2511,Pink Creole,Rum - Daiquiris,692,1,Light Rum,1 1/2 oz
2512,Pink Creole,Rum - Daiquiris,692,2,Fresh Lime Juice,1/2 oz
2513,Pink Creole,Rum - Daiquiris,692,3,Grenadine,1/4 oz
2514,Pink Creole,Rum - Daiquiris,692,4,half-and-half,1/4 oz
2515,Pineapple Fizz,Rum - Daiquiris,693,1,Light Rum,2 oz
2516,Pineapple Fizz,Rum - Daiquiris,693,2,Pineapple Juice,1 oz
2517,Pineapple Fizz,Rum - Daiquiris,693,3,Simple Syrup,1 oz
2518,Pineapple Cocktail,Rum - Daiquiris,694,1,Light Rum,1 1/2 oz
2519,Pineapple Cocktail,Rum - Daiquiris,694,2,Pineapple Juice,3/4 oz
2520,Pineapple Cocktail,Rum - Daiquiris,694,3,Fresh lemon juice,1/2 oz
2521,Pearl Button,Rum - Daiquiris,695,1,Cachaca (Brazilian rum),2 oz
2522,Pearl Button,Rum - Daiquiris,695,2,Lillet Blanc,3/4 oz
2523,Pearl Button,Rum - Daiquiris,695,3,Fresh Lime Juice,1/2 oz
2524,The Crux,Brandy,696,1,Dubonnet,3/4 oz
2525,The Crux,Brandy,696,2,Triple Sec,3/4 oz
2526,The Crux,Brandy,696,3,Brandy,3/4 oz
2527,The Crux,Brandy,696,4,Fresh lemon juice,3/4 oz
2528,Paris When It Sizzles,Rum - Daiquiris,697,1,Elderflower liqueur,3/4 oz
2529,Paris When It Sizzles,Rum - Daiquiris,697,2,Dark rum,2 oz
2530,Paris When It Sizzles,Rum - Daiquiris,697,3,Fresh Lime Juice,1/2 oz
2531,Paris When It Sizzles,Rum - Daiquiris,697,4,Angostura Bitters,1 oz
2532,Palmetto Cocktail,Rum - Daiquiris,698,1,Light Rum,1 1/2 oz
2533,Palmetto Cocktail,Rum - Daiquiris,698,2,Dry Vermouth,1 1/2 oz
2534,Palmetto Cocktail,Rum - Daiquiris,698,3,Angostura Bitters,2 oz
2535,Paddington,Rum - Daiquiris,699,1,Absinthe,1 oz
2536,Paddington,Rum - Daiquiris,699,2,Light Rum,1 1/2 oz
2537,Paddington,Rum - Daiquiris,699,3,Lillet Blanc,1/2 oz
2538,Paddington,Rum - Daiquiris,699,4,Fresh grapefruit juice,1/2 oz
2539,Paddington,Rum - Daiquiris,699,5,Fresh lemon juice,1/2 oz
2540,Paddington,Rum - Daiquiris,699,6,"Orange marmalade, grapefruit twist",1 oz
2541,The Old Cuban,Rum - Daiquiris,700,1,mint leaves,6 Fresh
2542,The Old Cuban,Rum - Daiquiris,700,2,Simple Syrup,1 oz
2543,The Old Cuban,Rum - Daiquiris,700,3,Fresh Lime Juice,3/4 oz
2544,The Old Cuban,Rum - Daiquiris,700,4,Dark rum,1 1/2 oz
